Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
Intel Core i3-2377M,CPU,2012-09-01,32.0,17.0,149.0,624.0,1500.0,Intel,Intel,,,
Intel Atom D510,CPU,2009-12-21,45.0,13.0,66.0,176.0,1667.0,Intel,Intel,,,
Intel Core i7-5775C,CPU,2015-05-15,14.0,65.0,,,3300.0,Intel,Intel,,,
Intel Core Duo T2250,CPU,2006-05-01,65.0,31.0,90.0,151.0,1733.0,Intel,Intel,,,
Intel Atom N455,CPU,2010-06-01,45.0,7.0,66.0,123.0,1667.0,Intel,Intel,,,
Intel Core i7-10510Y,CPU,2019-08-21,14.0,9.0,,,1200.0,Intel,Intel,,,
Intel Pentium D 840,CPU,2005-05-26,90.0,130.0,206.0,169.0,3200.0,Intel,Intel,,,
Intel Xeon E5-2609 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2500.0,Intel,Intel,,,
Intel Core 2 Duo E4600,CPU,2007-10-21,65.0,65.0,111.0,167.0,2400.0,Intel,Intel,,,
Intel Xeon E7-8893 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,3200.0,Intel,Intel,,,
Intel Core i7-620M,CPU,2010-01-07,32.0,35.0,81.0,384.0,2677.0,Intel,Intel,,,
AMD Phenom II X3 B75,CPU,2009-10-01,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD,,,
AMD Athlon 64 3000+,CPU,2004-04-27,130.0,89.0,144.0,69.0,1800.0,Unknown,AMD,,,
AMD Athlon 64 3200+,CPU,2001-01-01,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD,,,
Intel Xeon 3.06,CPU,2003-07-14,130.0,97.0,237.0,286.0,3066.0,Intel,Intel,,,
Intel Pentium 4 HT 520,CPU,2004-06-21,90.0,84.0,109.0,125.0,2800.0,Intel,Intel,,,
AMD Athlon 64 FX-51,CPU,2003-09-23,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD,,,
Intel Xeon E3-1280 v5,CPU,2015-10-19,14.0,80.0,160.0,1400.0,3700.0,Intel,Intel,,,
AMD Athlon II X3 455,CPU,2010-12-07,45.0,95.0,169.0,300.0,3300.0,Unknown,AMD,,,
Intel Pentium 4 2.0,CPU,2001-01-01,130.0,110.0,146.0,55.0,2000.0,Intel,Intel,,,
AMD Ryzen 7 2700,CPU,2018-04-19,12.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,
Intel Core i7-9700KF,CPU,2019-01-08,14.0,95.0,,,3600.0,Intel,Intel,,,
Intel Celeron 2.30,CPU,2003-03-31,130.0,73.0,146.0,55.0,2300.0,Intel,Intel,,,
AMD Athlon 750,CPU,2000-06-05,180.0,43.0,120.0,37.0,750.0,Unknown,AMD,,,
AMD Sempron 150,CPU,2010-12-07,45.0,45.0,117.0,234.0,2900.0,Unknown,AMD,,,
AMD Athlon 1200,CPU,2000-10-31,180.0,66.0,120.0,37.0,1200.0,Unknown,AMD,,,
Intel Core 2 Duo T7600G,CPU,2006-12-27,65.0,35.0,143.0,293.0,2333.0,Intel,Intel,,,
Intel Core i5-8420,CPU,2018-09-01,14.0,65.0,,,2900.0,Intel,Intel,,,
Intel Core i7-3970X,CPU,2012-11-01,32.0,150.0,435.0,2270.0,3500.0,Intel,Intel,,,
AMD Mobile Athlon 64 3400+,CPU,2005-08-01,130.0,62.0,193.0,106.0,2200.0,Unknown,AMD,,,
AMD Opteron 6168,CPU,2010-03-29,45.0,115.0,346.0,1800.0,1900.0,Unknown,AMD,,,
AMD Athlon X2 QL-65,CPU,2008-12-01,65.0,35.0,,,2100.0,Unknown,AMD,,,
AMD Athlon XP 2800+ DTR,CPU,2001-01-01,130.0,68.0,101.0,63.0,2083.0,Unknown,AMD,,,
Intel Atom E660,CPU,2010-09-14,45.0,3.0,26.0,47.0,1300.0,Intel,Intel,,,
Intel Core i5-3475S,CPU,2012-06-01,22.0,65.0,160.0,1400.0,2900.0,Intel,Intel,,,
AMD C-50,CPU,2011-01-04,40.0,9.0,75.0,,1000.0,Unknown,AMD,,,
AMD Athlon 64 FX-74,CPU,2006-11-30,90.0,125.0,235.0,227.0,3000.0,Unknown,AMD,,,
Intel Atom N280,CPU,2008-06-03,45.0,3.0,26.0,47.0,1667.0,Intel,Intel,,,
AMD Turion 64 ML-40,CPU,2005-06-22,90.0,35.0,125.0,114.0,2200.0,Unknown,AMD,,,
Intel Celeron 2.80,CPU,2003-11-03,130.0,73.0,146.0,55.0,2800.0,Intel,Intel,,,
Intel Pentium G630T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2300.0,Intel,Intel,,,
AMD Phenom II X3 B73,CPU,2009-10-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,
AMD Ryzen 3 1300X,CPU,2017-07-27,14.0,65.0,192.0,4800.0,3400.0,GF,AMD,,,
Intel Pentium M 715,CPU,2004-06-23,90.0,21.0,84.0,140.0,1500.0,Intel,Intel,,,
Intel Xeon 5150,CPU,2006-06-26,65.0,65.0,,,2666.0,Intel,Intel,,,
Intel Pentium D 840 EE,CPU,2005-05-01,90.0,130.0,206.0,169.0,3200.0,Intel,Intel,,,
AMD Athlon X2 4050e,CPU,2008-04-21,65.0,45.0,126.0,154.0,2100.0,Unknown,AMD,,,
Intel Core i7-4790S,CPU,2014-05-01,22.0,65.0,177.0,1400.0,3100.0,Intel,Intel,,,
AMD Ryzen 5 PRO 3500U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,,
Intel Xeon E3-1280,CPU,2011-04-03,32.0,95.0,216.0,1160.0,3500.0,Intel,Intel,,,
Intel Core 2 Duo U7600,CPU,2007-04-27,65.0,10.0,111.0,293.0,1200.0,Intel,Intel,,,
AMD Athlon XP 2400+,CPU,2002-08-21,130.0,68.0,80.0,63.0,2000.0,Unknown,AMD,,,
AMD E1-2100,CPU,2013-05-23,32.0,9.0,246.0,1178.0,1000.0,Unknown,AMD,,,
AMD EPYC 7401P,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2000.0,GF,AMD,,,
Intel Core i5-1135G7,CPU,2020-09-02,10.0,28.0,,,2400.0,Intel,Intel,,,
AMD Turion X2 Ultra ZM-87,CPU,2008-06-01,65.0,35.0,,,2400.0,Unknown,AMD,,,
Intel Xeon 7140M,CPU,2006-08-27,65.0,150.0,435.0,1328.0,3400.0,Intel,Intel,,,
Intel Xeon E5-2650 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2600.0,Intel,Intel,,,
Intel Atom Z620,CPU,2010-05-04,45.0,1.0,65.0,140.0,900.0,Intel,Intel,,,
Intel Xeon 2.0,CPU,2002-02-25,130.0,89.0,217.0,55.0,2000.0,Intel,Intel,,,
AMD Phenom II X3 705e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2500.0,Unknown,AMD,,,
Intel Pentium 4 511,CPU,2005-01-01,90.0,84.0,109.0,125.0,2800.0,Intel,Intel,,,
AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2100.0,Unknown,AMD,,,
AMD Phenom II X3 700e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2400.0,Unknown,AMD,,,
AMD Opteron 842,CPU,2003-09-09,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,,,
AMD Sempron 3000+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1800.0,Unknown,AMD,,,
Intel Pentium 4 1.8A,CPU,2001-07-02,180.0,67.0,217.0,42.0,1800.0,Intel,Intel,,,
Intel Core i5-8500T,CPU,2018-04-02,14.0,35.0,,,2100.0,Intel,Intel,,,
AMD Opteron X2 270 HE,CPU,2005-12-01,90.0,55.0,,233.0,2000.0,Unknown,AMD,,,
Intel Xeon 7110M,CPU,2006-08-27,65.0,95.0,435.0,1328.0,2600.0,Intel,Intel,,,
AMD FX-8140,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3200.0,Unknown,AMD,,,
Intel Atom D2550,CPU,2011-11-01,32.0,10.0,66.0,176.0,1867.0,Intel,Intel,,,
Intel Celeron G3920,CPU,2015-09-01,14.0,51.0,150.0,1400.0,2900.0,Intel,Intel,,,
AMD Ryzen 5 3400G,CPU,2019-07-07,12.0,65.0,210.0,4940.0,3700.0,GF,AMD,,,
Intel Core i3-8145U,CPU,2018-10-01,10.0,28.0,123.0,,2100.0,Intel,Intel,,,
AMD Athlon 64 X2 6000+,CPU,2007-02-20,90.0,125.0,220.0,227.0,3000.0,Unknown,AMD,,,
AMD Ryzen 3 PRO 4350GE,CPU,2020-07-21,7.0,35.0,,,3500.0,TSMC,AMD,,,
Intel Core 2 Duo E6600,CPU,2006-07-27,65.0,65.0,143.0,291.0,2400.0,Intel,Intel,,,
AMD EPYC 7272,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2600.0,TSMC,AMD,,,
Intel Core i3-8350K,CPU,2017-10-05,14.0,91.0,,,4000.0,Intel,Intel,,,
AMD Athlon 64 LE-1660,CPU,2008-05-01,65.0,45.0,77.0,122.0,2800.0,Unknown,AMD,,,
Intel Pentium SU4100,CPU,2009-09-01,45.0,10.0,107.0,410.0,1300.0,Intel,Intel,,,
AMD Athlon 64 2800+,CPU,2004-04-27,130.0,89.0,144.0,69.0,1800.0,Unknown,AMD,,,
AMD Turion X2 Ultra ZM-88,CPU,2008-12-01,65.0,35.0,,,2500.0,Unknown,AMD,,,
Intel Pentium M 765,CPU,2004-10-20,90.0,21.0,84.0,140.0,2100.0,Intel,Intel,,,
Intel Core i3-350M,CPU,2010-01-07,32.0,35.0,81.0,382.0,2267.0,Intel,Intel,,,
Intel Xeon Platinum 8352V,CPU,2021-04-06,10.0,195.0,,,2500.0,Intel,Intel,,,
AMD Ryzen 5 5600G,CPU,2021-04-13,7.0,65.0,,,3900.0,TSMC,AMD,,,
AMD Phenom X3 8400,CPU,2008-03-27,65.0,95.0,285.0,450.0,2100.0,Unknown,AMD,,,
Intel Core i5-7500T,CPU,2017-01-03,14.0,35.0,,,2700.0,Intel,Intel,,,
Intel Core i7-8550U,CPU,2017-08-21,14.0,15.0,123.0,,1800.0,Intel,Intel,,,
AMD Ryzen Threadripper 1920X,CPU,2017-08-10,14.0,180.0,213.0,9600.0,3500.0,GF,AMD,,,
Intel Core i5-1035G1,CPU,2019-08-01,10.0,25.0,,,1000.0,Intel,Intel,,,
Intel Celeron N2930,CPU,2014-02-23,22.0,7.0,,,1830.0,Intel,Intel,,,
Intel Pentium 4 2.4,CPU,2002-05-06,130.0,92.0,146.0,55.0,2400.0,Intel,Intel,,,
AMD EPYC 7551P,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2000.0,GF,AMD,,,
AMD Athlon XP-M 2000+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1533.0,Unknown,AMD,,,
Intel Core i3-2102,CPU,2011-06-01,32.0,65.0,131.0,504.0,3100.0,Intel,Intel,,,
AMD Ryzen 7 4700GE,CPU,2020-07-21,7.0,35.0,,,3100.0,TSMC,AMD,,,
AMD A6-3400M,CPU,2011-06-14,32.0,35.0,228.0,1178.0,1400.0,Unknown,AMD,,,
AMD EPYC 7451,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2300.0,GF,AMD,,,
Intel Atom Z510PT,CPU,2009-03-02,45.0,2.0,26.0,47.0,1100.0,Intel,Intel,,,
AMD Ryzen 7 PRO 3700U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2300.0,GF,AMD,,,
AMD Athlon 64 X2 5200+,CPU,2006-09-06,90.0,89.0,220.0,154.0,2600.0,Unknown,AMD,,,
AMD Athlon 64 X2 4200+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2200.0,Unknown,AMD,,,
Intel Pentium 4 HT 641,CPU,2006-01-05,65.0,86.0,81.0,188.0,3200.0,Intel,Intel,,,
Intel Core M-5Y10a,CPU,2014-09-05,14.0,5.0,50.0,,800.0,Intel,Intel,,,
AMD Athlon II X2 260,CPU,2010-05-11,45.0,65.0,117.0,410.0,3200.0,Unknown,AMD,,,
Intel Pentium 4 HT 524,CPU,2001-01-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel,,,
AMD Opteron 840,CPU,2004-05-18,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD,,,
AMD Athlon 64 X2 4600+,CPU,2008-04-22,65.0,65.0,126.0,154.0,2400.0,Unknown,AMD,,,
Intel Pentium 4-M 1.60,CPU,2002-03-04,130.0,30.0,131.0,55.0,1600.0,Intel,Intel,,,
Intel Pentium M 780,CPU,2005-07-25,90.0,27.0,84.0,140.0,2260.0,Intel,Intel,,,
AMD A8-3850,CPU,2011-06-30,32.0,100.0,228.0,1178.0,2900.0,Unknown,AMD,,,
Intel Celeron G540T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2100.0,Intel,Intel,,,
AMD Opteron 240 EE,CPU,2004-02-14,130.0,30.0,193.0,106.0,1400.0,Unknown,AMD,,,
AMD Opteron 3380,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD,,,
Intel Core i7-640M,CPU,2010-09-01,32.0,35.0,81.0,384.0,2800.0,Intel,Intel,,,
Intel Xeon E5-2403 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,1800.0,Intel,Intel,,,
Intel Pentium G640,CPU,2012-06-03,32.0,65.0,131.0,504.0,2800.0,Intel,Intel,,,
Intel Core 2 Duo U7500,CPU,2007-04-27,65.0,10.0,111.0,293.0,1073.0,Intel,Intel,,,
Intel Xeon E3-1230,CPU,2011-04-03,32.0,80.0,216.0,1160.0,3200.0,Intel,Intel,,,
Intel Pentium Dual-Core E2160,CPU,2007-06-03,65.0,65.0,77.0,105.0,1800.0,Intel,Intel,,,
Intel Pentium 997,CPU,2012-09-01,32.0,17.0,131.0,504.0,1600.0,Intel,Intel,,,
Intel Xeon Phi 7295,CPU,2017-12-01,14.0,320.0,,8000.0,1500.0,Intel,Intel,,,
AMD Athlon II X3 440,CPU,2010-01-25,45.0,95.0,169.0,300.0,3000.0,Unknown,AMD,,,
AMD Phenom II X6 1055T (125W),CPU,2010-04-27,45.0,125.0,346.0,904.0,2800.0,Unknown,AMD,,,
Intel Core i7-9750H,CPU,2019-04-23,14.0,45.0,149.0,,2600.0,Intel,Intel,,,
AMD Ryzen 3 PRO 1300,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,
Intel Core i5-3470S,CPU,2012-06-01,22.0,65.0,133.0,,2900.0,Intel,Intel,,,
AMD Sempron 3100+,CPU,2005-01-01,90.0,25.0,,63.0,1800.0,Unknown,AMD,,,
Intel Xeon 5148,CPU,2006-06-26,65.0,40.0,,,2333.0,Intel,Intel,,,
AMD Athlon XP-M 3000+,CPU,2001-01-01,130.0,45.0,101.0,63.0,2200.0,Unknown,AMD,,,
Intel Core i5-7640X,CPU,2017-06-26,14.0,112.0,,,3900.0,Intel,Intel,,,
AMD Sempron 2600+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1833.0,Unknown,AMD,,,
AMD FX-8320E,CPU,2014-09-02,32.0,95.0,315.0,1200.0,3200.0,Unknown,AMD,,,
AMD Athlon X2 5050e,CPU,2008-10-21,65.0,45.0,126.0,154.0,2600.0,Unknown,AMD,,,
AMD Ryzen 5 PRO 2500U,CPU,2019-01-08,14.0,15.0,246.0,,2000.0,GF,AMD,,,
Intel Core i5-4690K,CPU,2014-06-02,22.0,88.0,177.0,1400.0,3500.0,Intel,Intel,,,
Intel Core i7-4850EQ,CPU,2013-08-29,22.0,47.0,264.0,1400.0,1600.0,Intel,Intel,,,
AMD EPYC 7301,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2200.0,GF,AMD,,,
AMD EPYC 7551,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2000.0,GF,AMD,,,
Intel Core i5-4440,CPU,2013-09-01,22.0,84.0,177.0,1400.0,3100.0,Intel,Intel,,,
Intel Pentium G3460,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3500.0,Intel,Intel,,,
Intel Celeron G5900,CPU,2020-04-30,14.0,58.0,,,3400.0,Intel,Intel,,,
AMD Athlon 1300,CPU,2001-03-21,180.0,68.0,120.0,37.0,1300.0,Unknown,AMD,,,
Intel Xeon Phi 7210F,CPU,2016-06-20,14.0,230.0,,8000.0,1300.0,Intel,Intel,,,
Intel Core 2 Duo U7700,CPU,2007-12-27,65.0,10.0,111.0,293.0,1333.0,Intel,Intel,,,
Intel Xeon E7-8860,CPU,2011-04-03,32.0,130.0,513.0,2600.0,2276.0,Intel,Intel,,,
AMD Opteron 2350 HE,CPU,2008-10-01,65.0,79.0,285.0,463.0,2000.0,Unknown,AMD,,,
Intel Xeon 3.06,CPU,2003-03-10,130.0,89.0,217.0,55.0,3066.0,Intel,Intel,,,
Intel Core i5-3610ME,CPU,2012-06-01,22.0,35.0,118.0,,2700.0,Intel,Intel,,,
AMD Athlon 64 1500+,CPU,2005-11-07,90.0,9.0,84.0,69.0,1000.0,Unknown,AMD,,,
AMD Sempron 3100+,CPU,2005-04-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,,,
AMD Sempron 3400+,CPU,2006-05-23,90.0,62.0,103.0,81.0,1800.0,Unknown,AMD,,,
AMD Mobile Athlon 64 3200+,CPU,2003-08-01,130.0,82.0,193.0,106.0,2000.0,Unknown,AMD,,,
AMD Athlon 3000G,CPU,2019-11-20,14.0,35.0,148.0,4800.0,3500.0,Unknown,AMD,,,
Intel Xeon X5687,CPU,2011-02-14,32.0,130.0,239.0,1170.0,3600.0,Intel,Intel,,,
AMD Phenom X3 8850,CPU,2008-10-21,65.0,95.0,285.0,450.0,2500.0,Unknown,AMD,,,
AMD Sempron 2200+,CPU,2004-08-01,130.0,62.0,80.0,37.0,1500.0,Unknown,AMD,,,
Intel Pentium 4 1.9,CPU,2001-08-27,180.0,69.0,217.0,42.0,1900.0,Intel,Intel,,,
AMD Phenom X4 9600B,CPU,2008-04-28,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD,,,
AMD Opteron 842,CPU,2004-12-01,90.0,85.0,,106.0,1600.0,Unknown,AMD,,,
AMD Athlon XP 1800+,CPU,2002-06-10,130.0,51.0,80.0,37.0,1533.0,Unknown,AMD,,,
Intel Xeon Platinum 8180M,CPU,2017-07-11,14.0,205.0,,8000.0,2500.0,Intel,Intel,,,
Intel Core i3-2100T,CPU,2011-02-20,32.0,35.0,131.0,504.0,2500.0,Intel,Intel,,,
AMD Sempron 2600+,CPU,2004-07-28,90.0,25.0,,63.0,1600.0,Unknown,AMD,,,
AMD Athlon XP 2500+,CPU,2003-02-10,130.0,68.0,101.0,63.0,1833.0,Unknown,AMD,,,
Intel Pentium III  933,CPU,2001-06-01,180.0,27.0,80.0,44.0,933.0,Intel,Intel,,,
Intel Pentium P6100,CPU,2010-09-26,32.0,35.0,81.0,384.0,2000.0,Intel,Intel,,,
Intel Core 2 Duo U7700,CPU,2008-02-27,65.0,10.0,111.0,293.0,1333.0,Intel,Intel,,,
Intel Celeron G1101,CPU,2010-01-07,32.0,73.0,81.0,382.0,2266.0,Intel,Intel,,,
Intel Pentium M 760,CPU,2005-01-19,90.0,27.0,84.0,140.0,2000.0,Intel,Intel,,,
AMD Opteron 3350 HE,CPU,2012-12-04,32.0,45.0,315.0,1200.0,2800.0,Unknown,AMD,,,
AMD Athlon 64 3200+,CPU,2005-04-04,90.0,67.0,83.0,69.0,2000.0,Unknown,AMD,,,
Intel Xeon MP 7030 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,2800.0,Intel,Intel,,,
